S.No,Unique ID,Stretch,Scheme,Package,SPV/Company,Company CIN,Developer,Developer CIN,State,Mode,Project Status,NH/SH,NH/SH No,Phase,Lane,Stretch (Kms),Lane Kilometer,RFP,RFQ,Letter Of Award,Concession Period (Years),Construction Period (Months),Concession Agreement Signed,Financial Closure,Construction Commencement,Scheduled Project Completion,Anticipated Completion,Provisional Commercial Operation Date,Actual Completion,Basis Of Award,Annuity (Rs.Cr),Grant (Rs.Cr),Negative Grant (Rs.Cr),Project Cost (Rs.Cr),Revised Project Cost (Rs.Cr),Dev Cost (Rs.Cr),Equity (Rs.Cr),Long Term Loan (Rs.Cr),Debt (Rs.Cr),Incremental Cost (Rs.Cr),TPC per km (Rs.Cr),Time Overrun (Months),Independent Engineer,Other members,Remarks,Project Name
120,,Koonimedu - Azhiyur,,Mahabalipuram - Pondicherry (Package - 4),,,,,"Tamil Nadu,Puducherry",PPP HAM,Under Bidding,National Highway,332 A,,4,31.547,126.188,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,951.98,0.00,0.00,0.00,0.00,0.00,,30.18,,,,Design (km 76.500 - km 108.047);,Access Controlled Greenfield Highway of 4 Lane with Paved Shoulders from Koonimedu (Design Chainage Km 76+500) to Azhiyur (Design Chainage Km 108+047) of NH-332A in Tamil Nadu on Hybrid Annuity Mode (Project Length - 31.547 kms) (Mahabalipuram Puducherry Package-IV)
121,,Ranganathapura - Kammaragatta,NH (O),Hassan - Hiriyur (Package - 1),,,,,Karnataka,PPP HAM,Under Bidding,National Highway,26,,4,26,104,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,828.38,0.00,0.00,0.00,0.00,0.00,,31.86,,,,Design (km 0.000 - km 26.000);,-Access Controlled Highway of 4 Lane with Paved Shoulders from Design Ch. 0+000 Ranganathpura (Hassan) to Design Ch 26+000 Kammaragatta in Hassan Hiriyur section EC-20 in Karnataka on HAM under NH (O) (Project Length 26 kms) - (Package 1).
122,,Kammaragatta - Muddenahalli,NH (O),Hassan - Hiriyur (Package - 2),,,,,Karnataka,PPP HAM,Under Bidding,National Highway,,,4,29.8,119.2,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,907.45,0.00,0.00,0.00,0.00,0.00,,30.45,,,,Design (km 26.000 - km 55.800);,Access Controlled Highway of 4 Lane with Paved Shoulders from Design Ch. 26+000 Kammaragatta (Hassan) to Design Ch 55+800 Muddhenahalli in Hassan Hiriyur section EC-20 in Karnataka on HAM under NH (O) [Project Length - 29.8 km] (Package 2)
123,,Muddhenahalli - Keresooragondanahalli,NH (O),Hassan - Hiriyur (Package - 3),,,,,Karnataka,PPP HAM,Under Bidding,National Highway,,,4,20.36,81.44,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,689.72,0.00,0.00,0.00,0.00,0.00,,33.88,,,,Design (km 55.800 - km 76.160);,Access Controlled Highway of 4 Lane with Paved Shoulders from Design Ch. 55+800 Muddhenahalli to Design Ch 76+160 Keresooragondanahalli in Hassan Hiriyur section EC-20 in Karnataka on HAM under NH (O) [Project Length -20.36 kms)- (Package 3)
124,,Marakkanam - Koonimedu,,Package - 3,,,,,"Tamil Nadu,Puducherry",PPP HAM,Under Bidding,National Highway,332 A,,4,14.5,58,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,311.91,0.00,0.00,0.00,0.00,0.00,,21.51,,,,Design (km 62.000 - km 76.500);,Access Controlled Highway of 4 lane with paved shoulders from Marakkanam (Design Chainage Km 62+000) to Koonimedu (Design Chainage Km 76+500) of NH-332A in Tamil Nadu on Hybrid Annuity Mode (Project Length-14.5 kms) (Mahabalipuram Puducherry Package-III)
125,,Walajahpet/Ranipet - TN/AP Border,,,,,,,Tamil Nadu,PPP HAM,Under Bidding,National Highway,40,,4,28.079,112.316,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,837.66,0.00,0.00,0.00,0.00,0.00,,29.83,,,,Design (km 106.800 - km 134.879);,Access Controlled Highway of 4 lane with paved shoulders from Walajapet/ Ranipet (Design Chainage km106+800) to TN/AP Border (Design km 134+879) of NH-40 in Tamil Nadu on Hybrid Annuity Mode (Project Length 28.079 kms)
126,,AP/KN Border - Mittimalkapur,NH (O),Package - 1,,,,,"Karnataka,Telangana",PPP HAM,Under Bidding,National Highway,167,,4,23.5,94,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,595.79,0.00,0.00,0.00,0.00,0.00,,25.35,,,,Design (km 0.000 - km 23.500);,Access Controlled Highway of 4L with Paved Shoulder from AP/KN Border (Des. Ch. 0+000) to Mittimalkapur (Des. Ch. 23+500) in AP/KN Border Raichur-KN/TS Border Section of NH-167 in the State of Karnataka on HAM under NH(O) [Project Length-23.5 km) - (Package-1).
127,,Mittimalkapur - Deosugur,NH (O),Pacckage - 2,,,,,Karnataka,PPP HAM,Under Bidding,National Highway,167,,4,31.06,124.24,Jul-2024,,,,,,,,,,,,,0.00,0.00,0.00,715.61,0.00,0.00,0.00,0.00,0.00,,23.04,,,,Design (km 23.500 - km 54.566);,Access Controlled Highway of 4L with Paved Shoulder from Mittimalkapur (Des. Ch. 23+500) to Deosugur (Des. Ch. 54+566) in AP/KN Border Raichur-KN/TS Border Section of NH-167 in the State of Karnataka on HAM under NH(O) [Project Length-31.06 km) (Package-2)
128,,Akkalkot - Badadal MH/KN Border,Bharatmala Pariyojana,Solapur - Chennai Economic Corridor (Maharashtra - Karnataka Section) (Package - 1),,,,,Karnataka,PPP HAM,Under Bidding,National Highway,150 C, Phase - 2,6,26,156,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 0.000 - km 26.000);,Akkalkot - Badadal MH/KN Border [Solapur - Chennai Economic Corridor] (Maharashtra - Karnataka Section) (Package - I)
129,N/04008/09002/MH,Akkalkot – MH/KN border,Bharatmala Pariyojana,Akkalkot - KN/TS Section (Package - 14),,,G R Infraprojects Ltd,U45201GJ1995PLC098652,"Maharashtra,Karnataka",EPC,Under implementation,National Highway,150 C,Phase - 1,6,36.4,218.4,,,Mar-2023,,,Jun-2023,,,Oct-2026,Oct-2026,,,,0.00,0.00,0.00,872.17,1370.75,0.00,0.00,0.00,0.00,,37.66,NA,"Global Infra Solution in JV with M/s Voyants Solution Pvt .Ltd,M/s MS Consultant",,Design (km 512.000 - km 548.400);,Akkalkot – MH/KN border New Greenfield corridor from Km 512.000 to Km 548.400 of NH-150C (part of Akkalkot – KN/TS Border section) (Package – 14)
130,N/04018/05002/AP,Aluru - Jakkuva,Bharatmala Pariyojana,Raipur - Vizag Expressway (AP Package - 1),H.G. Raipur Visakhapatnam AP - 1 Pvt Ltd,U45209RJ2021PTC076546,H.G. Infra Engineering Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,130 CD,Phase - 1,6,31.767,190.602,,,Jul-2021,17,24,Oct-2021,Feb-2022,Mar-2022,Mar-2024,Mar-2025,,,,0.00,0.00,0.00,1060.11,0.00,0.00,0.00,0.00,0.00,,33.37,12,"ISAN Corporation,Chaitanya Projects Consultancy Pvt Ltd",,Design (km 365.033 - km 396.800),Aluru - Jakkuva [Raipur - Vizag Expressway] (AP Package - 1)
131,,Anakapalli - Tuni,,,GMR Tuni Ankapalli Expressways Ltd,U45203KA2001PLC049328,GMR Infrastructure Ltd,,Andhra Pradesh,PPP BOT - Annuity,Completed,National Highway,5,I,4,58.97,235.88,Aug-2001,,Oct-2001,17.5,30,,,May-2002,Nov-2004,,,Dec-2004,Annuity,29.48,0.00,0.00,283.20,315.00,295.00,0.00,0.00,0.00,11.80,5.34,1,DORSCH Consultants,,Design (km 740.056 - km 799.998);,Anakapalli - Tuni
132, N/02010/05001/KA,AP/ KA Border - Devanhalli,NHDP,NS2/BOT/KNT-1,Patel KNR Infrastructures Ltd,U45201MH2006PLC162856,Patel Engineering Ltd,,Karnataka,PPP BOT - Annuity,Completed,National Highway,44,,4/6,61.5,,,,Apr-2006,,24,Sep-2006,,Mar-2007,Mar-2009,Dec-2009,Dec-2009,Mar-2017,,0.00,0.00,0.00,402.87,0.00,1983.07,0.00,0.00,0.00,1.00,6.55,96,"LN Malviya Infra Projects Pvt Ltd,Intratech Civil Solutions & Consultant",KNR Constructions Ltd,Design (km 463.600 - km 524.000 & km 524.000 - km 526.000 & km 535.000 - km 539.000);,AP/ KA Border - Devanhalli
133,N/02009/14001/TS,MH/AP Border - Islam Nagar,NHDP,NS-2 (AP-6),Adilabad Expressway Pvt  Ltd,U45200TG2006PTC051393,Soma Enterprise Ltd,,Telangana,PPP BOT - Annuity,Completed,National Highway,44,II,4,55,220,Apr-2006,,Dec-2006,20,24,May-2007,May-2007,Nov-2007,Nov-2009,Mar-2021,Jun-2010,Dec-2020,Annuity,31.48,0.00,0.00,1133.28,0.00,1186.84,59.40,350.00,410.00,53.56,20.61,133,Aarvee Associates Architects Engineers &Consultants Pvt. Ltd.,,Design (km 175.000 - km 230.000);,AP/Mah Border-Islam Nagar (AP 6)
134,,Armoor - Jagitial - Mancherial,Bharatmala Pariyojana,,,,,,Telangana,PPP HAM,Under Bidding,National Highway,63,,4,131.25,525,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 29.100 - km 160.350);,Armoor - Jagitial - Mancherial
135,N/02009/17001/TS,Armur - Adloor Yellareddy,NHDP,,Athaang Dichpally Tollway Pvt Ltd,U45203TG2009PTC064061,Navayuga Engineering Company Ltd,,Telangana,PPP BOT - Toll,Completed,National Highway,44,II,4,59,236,Feb-2009,,May-2009,20,24,Aug-2009,Jan-2010,Feb-2010,Jan-2012,Mar-2021,Apr-2013,Sep-2021,Grant,0.00,195.71,0.00,490.50,0.00,206.40,98.80,196.00,0.00,-284.10,8.31,116,Wilbur Smith Associates,,Design (km 308.000 - km 367.000);,Armur - Adloor Yellareddy (Nagpur-Hyderabad)
136,,Aryan Kavu - Edamon,Bharatmala Pariyojana,Package - 1,,,,,Kerala,PPP HAM,Under Bidding,National Highway,744,,4,20.73,82.92,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 0.000 - km 20.730);,Aryan Kavu - Edamon (Package - 1)
137,,Avathi village - Nandi Hills cross &  Devanhalli - Meenukunte,Golden Quadrilateral,NS-10,,,Birla GTM Interpose Ltd,U45203WB1990PTC048284,Karnataka,EPC,Completed,National Highway,7,I,"4,6",7,,,,,,,,,Jan-2000,,,,Jul-2001,,0.00,0.00,0.00,25.82,0.00,0.00,0.00,0.00,0.00,,3.69,,Span Consultant Pvt. Ltd.,,Design (km 524.000 - km 527.000 & km 535.000 - km 539.000);,Avathi village - Nandi Hills cross &  Devanhalli - Meenukunte (NS-10)
138, N/02003/08004/TN,Sriperumbudur to  karaipettai , Bharatmala,,,,,,Tamil Nadu,EPC,Under implementation,National Highway,48,Phase-V,6,34.015,204.09,,,Nov-2024,,,,,,,,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,,,, 37+000 km to 71+015 km,Balance Works for six laning of Sriperumbudur to  karaipettai section of NH-4 (New NH-48) from 37+000  (Existing Km 37+000) to Km 71+015 (Existing Km  71+000) in Tamilnadu on EPC mode underNHDP Phase-V
139,N/08070/01002/TN,Thanner Kulam Thozur Sevapeta - Veppampattu,Bharatmala Pariyojana,Tirupathi - Tiruttani - Chennai,,,EKK Infrastructure Ltd,U45201TN2015PLC100062,Tamil Nadu,EPC,Under implementation,National Highway,205,,2/4,17.52,,Jun-2019,,May-2022,6.5,24,,,Sep-2022,Sep-2024,Jun-2025,,,,0.00,0.00,0.00,171.04,0.00,0.00,0.00,0.00,0.00,,9.76,6,Theme Engineering Services Pvt.  Ltd. ,,Design (km 50.900 - km 61.470);,"Balance works of four lane from km 43.950 (Thiruvallur Bypass) to km 61.470 (Veppampattu Bypass) passing through Thannerkulam, Thozur and Sevapet Bypass (17.520 kms) of Tirupathi- Tiruttani- Chennai section of NH 205"
140,N/01003/06002/TN,Gudipala - Walajahpet,Bharatmala Pariyojana,[Bangalore - Chennai Expressway] (Phase - III) (Package - 1),Montecarlo Bangalore Chennai Expressway P3P1 Pvt Ltd,U45400GJ2021PTC126034,Montecarlo Ltd,,"Andhra Pradesh,Tamil Nadu",PPP HAM,Under implementation,National Highway,19,Phase - I,4,24,96,Oct-2020,,Sep-2021,17,24,May-2022,,May-2022,May-2024,Dec-2024,,,,0.00,475.20,0.00,1023.00,1341.51,1104.46,134.85,0.00,538.73,81.46,55.90,10,"MSV International Inc,MSV International Tech. Pvt Ltd (JV)",,"Design (Km 156.000 to Km 180.000)
",Bangalore Chennai Expressway Phase-III – Package I (Gudipala to Walajajhpet) from Km 156.000 to Km 180.000
141,N/01003/06004/TN,Arakkonam - Kancheepuram,Bharatmala Pariyojana,Bangalore - Chennai Expressway (Phase - 3) (Package - 3),D P Jain Bangalore-Chennai Expressways Pvt Ltd,U45300MH2021PTC372556,D P Jain And Co Infrastructure Pvt Ltd,,Tamil Nadu,PPP HAM,Under implementation,National Highway,NE - 7,Phase - 1,4,25.5,102,Nov-2020,,Sep-2021,15,24,Feb-2022,,Aug-2022,Jul-2024,Mar-2025,,,,0.00,422.80,0.00,832.00,1155.49,0.00,158.56,0.00,475.65,,45.31,8,"MSV International Inc. in,MSV International Tech Pvt Ltd",,"Design (km 204.500 - km 230.000);
",Bangalore Chennai Expressway Phase-III – Package III (Arakkonam to Kancheepuram) from Km 204.500 to Km 230.000
142,N/01003/06003/TN,Walajahpet - Arakkonam,Bharatmala Pariyojana,Bangalore - Chennai Expressway (Phase - 3) (Package - 2),KCC Walajahpet Expressway Pvt Ltd,U45400DL2021PTC385531,KCC Buildcon Pvt Ltd,,Tamil Nadu,PPP HAM,Under implementation,National Highway,,Phase - 1,4,24.5,98,Nov-2020,,Sep-2021,17,24,Nov-2021,,Jul-2022,Jul-2024,Dec-2024,,,,0.00,0.00,0.00,832.00,843.48,832.00,0.00,0.00,0.00,0.00,34.43,8,"MSV International Inc,MSV International Tech. Pvt Ltd",,Design (km 180.000 - km 204.500);,Bangalore Chennai Expressway Phase-III – Package II (Walajahpet to Arakkonam) from Km 180.000 to Km 204.500
143,N/01003/04002/AP,Baireddypalle - Bangarupalem,Bharatmala Pariyojana,Phase - 2 (Package - 2),APCO Tirumala Expressway Pvt Ltd,U45209UP2021PTC153122,APCO Infratech Pvt Ltd,,Andhra Pradesh,PPP HAM,Completed,National Highway,NE 7,,4,31,124,Dec-2020,,Sep-2021,17,24,Oct-2022,,Aug-2023,Aug-2025,Jul-2025,,Apr-2024,,0.00,0.00,0.00,1787.83,1909.26,2007.00,0.00,0.00,0.00,219.17,61.59,-16,"Satra services and solutions Pvt. Ltd.,Feedback Infra pvt. Ltd.",,"Design (Km 96.000 to Km 127.000);
LOA Received,Agreement not signed,due to land unavailability and non clearance from Forest department;",Bangalore Chennai Expressway (Phase-II) ( Package-2) 
144,N/01003/04003/AP,Bangarupalem - Gudipala,Bharatmala Pariyojana,Phase - 2 (Package - 3),Bangarupalem Gudipala Highways Ltd,U45203MP2021PTC057677,Dilip Buildcon Ltd,,Andhra Pradesh,PPP HAM,Completed,National Highway,NE 7,,4,29,116,Sep-2020,,Sep-2021,17,24,Feb-2022,Jul-2022,Oct-2022,Oct-2024,,,Apr-2024,,0.00,0.00,0.00,1060.00,1137.74,0.00,0.00,0.00,0.00,,39.23,-6,SATRA Service and Solution Pvt. Ltd.,Feedback Infra Pvt Ltd,"Design (km 127.000 - km 156.000);
",Bangalore - Chennai Expressway (Phase - II) (Package - 3)
145,,Bangalore - Hosur,,,,,,,Karnataka,EPC,Completed,National Highway,,III,6,14.38,86.28,,,,,,,,,,,,,,0.00,0.00,0.00,955.56,0.00,0.00,0.00,0.00,0.00,,66.45,,,,,Bangalore - Hosur (Section)
146,,Bangalore - Nelamangala,,,Navayuga Bengalooru Tollway Pvt Ltd,U45400TG2007PTC053344,Navayuga Engineering Company Ltd,,Karnataka,PPP BOT - Toll,Completed,National Highway,4,III A,6,19.5,117,,,Mar-2007,20,24,May-2007,Nov-2007,Nov-2007,Jul-2010,,,Dec-2010,,0.00,0.00,20.00,445.00,0.00,718.59,179.00,0.00,540.00,273.59,22.82,5,Aarvee Associates Architects Engineers & Consultants Pvt. Ltd.,,,Bangalore - Nelamangala
147,N/02003/01004/KA,Belagondapalli (TN) to TN/KNT border,Bharatmala Pariyojana,Bangalore Ring Road (STRR)-NH-948A- Package-I of Phase-III from Belagondapalli (TN) to TN/KNT border,Montecarlo Balagondapalli Highway Pvt Ltd,U45201GJ2022PTC130914,Montecarlo Ltd,,Tamil Nadu,PPP HAM,Under implementation,National Highway,948A,Phase III,4,35.76,143.04,,,Apr-2022,,,May-2022,,May-2023,May-2025,,,,,0.00,0.00,0.00,972.00,1260.74,0.00,0.00,0.00,0.00,,35.26,NA,LN Malviya Infra Projects Pvt. Limited,ntratech Civil Solutions & Consultant ,"he EPC contractor for the road project is MCL, with which MBHPL shall have a fixed-price contract. The EPC cost (inclusive of goods and services tax) of INR9,070 million accounts for approximately 90% of the estimated project cost of INR10,080 million. 

","Bangalore Ring Road (STRR)-NH-948A- Package-I of Phase-III from Belagondapalli (TN) to TN/KNT border from km 144.480 to 179.969	"
148,,Bannerghatta National Park - Belagondapalli,Bharatmala Pariyojana,Bangalore Satellite Town Ring Road (Phase - 2) (Package - 3),,,,,"Karnataka,Tamil Nadu",PPP HAM,Under Bidding,National Highway,948 A,Phase - 2,4/6,23.78,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (Km. 120.700 to Km. 144.480);,Bannerghatta National Park - Belagondapalli (TN) [Bangalore Satellite Town Ring Road] (Phase - II) (Package - III)
149,,Bannerghatta National Park Elevated Highway,Bharatmala Pariyojana,Bangalore Satellite Town Ring Road (Phase - 2) (Package - 2),,,,,Karnataka,PPP HAM,Under Bidding,National Highway,948,Phase - 2,4/6,8.1,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (Km. 112.600 to Km. 120.700);,Bannerghatta National Park Elevated Highway [Bangalore Satellite Town Ring Road] (Phase - II) (Package - II)
150,,B.C. Road - Padil,,Suratkal - Nantur (New Mangalore Port),,,Ircon International Ltd,L45203DL1976GOI008171,Karnataka,EPC,Completed,National Highway,66,,4,37,148,,,,,,,,Jun-2005,Dec-2007,Dec-2009,,,,0.00,0.00,0.00,196.50,0.00,0.00,0.00,0.00,0.00,,5.31,,,Sai Consultancy Engineering Pvt Ltd (JV),Design (km 328.000 - km 345.000) & (km 358.000 - km 375.300);,B.C. Road - Padil [Suratkal - Nantur] (New Mangalore Port)
151,N/07036/02001/KA,Belakeri Port - Belakeri Port Link Road,Bharatmala Pariyojana,,,,RNS Infrastructure Ltd,U74210KA2003PLC032362,Karnataka,EPC,Under implementation,National Highway,"66 E , 766 E",,,58.92,,,,Mar-2018,,,Apr-2018,,Dec-2020,Dec-2022,Apr-2025,,,,0.00,0.00,0.00,360.60,440.16,0.00,0.00,0.00,0.00,,7.47,27,Lion Engineering Consultant Pvt Ltd,Gayatri Projects Ltd (JV),Design (km 0.000 - km 4.265 & km 4.965 - km 60.000);,Belakeri Port to Kumta - Sirsi road from km 0.00 - km 4.265 of Belekeri Port Road Link Rd. and km 4.965 - km 60.00 of SH-69
152,,Belgaum Bypass,,,,,Sunway Construction India Pvt Ltd,U45203KA2001PTC029947,Karnataka,EPC,Completed,National Highway,,I,4,18,72,,,Jun-2005,,,,,Oct-2005,,,,,,0.00,0.00,0.00,359.43,0.00,0.00,0.00,0.00,0.00,,19.97,,Willbur Smith Associates,,,Belgaum Bypass
153,,Belgaum Bypass - Eastern Bypass,Bharatmala Pariyojana,Remaining Parts,,,,,Karnataka,PPP HAM,Under Bidding,National Highway,,,4/6,11.174,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 7.500 of SH-44 - km 516 of NH-4);,Belgaum Bypass - Eastern Bypass (Remaining Parts)
154,,Belgaum Bypass - Western Bypass,Bharatmala Pariyojana,Package - 2,,,,,Karnataka,PPP HAM,Under Bidding,National Highway,,,4/6,23.733,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 492.000 of NH-4 - km 11.000 of NH-4A) & Design (km 492.000 of NH-4 - km 7.5 of SH-54);,Belgaum Bypass - Western Bypass (Package - 2)
155,,Belgaum - Khanapur,,,GVRMP Belgaum Khanapur Tollway Pvt Ltd,U45201TN2010PTC091846,GVR Infra Projects Ltd,,Karnataka,PPP DBFOT,Shelved,National Highway,4A,III,4,30.8,123.2,,,Jul-2010,17.5,30,Sep-2010,Jul-2011,Feb-2012,Sep-2013,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,LEA Associates South Asia Pvt.Ltd.,,,Belgaum - Khanapur
156,N/01003/03001/AP,Bethamangala - Baireddypalle,Bharatmala Pariyojana,Bangalore - Chennai Expressway (Phase - 2) (Package - 1),Montecarlo Bangalore Chennai Expressway P2P1 Pvt Ltd,U45201GJ2021PTC125910,Montecarlo Ltd,,"Andhra Pradesh,Karnataka",PPP HAM,Completed,National Highway,NE 7,Phase - 1,6,25,150,Dec-2020,,Sep-2021,17,24,Feb-2022,,Oct-2022,Oct-2024,,,Apr-2024,Grant,0.00,476.80,0.00,951.63,1192.00,1109.58,0.00,0.00,515.06,157.95,47.68,-6,"SATRA Services and Solutions Pvt., Ltd.,,K&J Projects Pvt. Ltd.",,Design (Km 71.000 to Km 96.000);,Bethamangala - Baireddypalle [Bangalore - Chennai Expressway] (Phase - 2) (Package - 1)
157,N/08014/03001/KA,BRT Tiger Reserve Boundary - Bangalore,NHDP,,Sadbhav Bangalore Highway Pvt Ltd,U45202GJ2016PTC094257,Sadbhav Engineering Ltd,,Karnataka,PPP HAM,Provisionally Completed,National Highway,209,,4,170.92,683.68,Apr-2016,,Sep-2016,17,24,Dec-2016,,Aug-2017,Aug-2019,Feb-2025,Oct-2024,,,0.00,0.00,0.00,1008.00,0.00,2082.69,0.00,0.00,0.00,1.00,5.90,,TPF Getinsa Eurostudioes SL,,"Design (km 287.520 - km 458.420);
",BRT Tiger Reserve Boundary (Km.287.500) to Bangalore Section (Km.458.420) of NH-209 in Karnataka
158,N/02013/04001/TN,Chengapalli - Coimbatore - Walayar,NHDP ,NS-2/BOT/TN-08,IVRCL Chengapalli Tollways Ltd,U45203TG2010PLC066886,IVRCL Infrastructure & Projects Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,47,II,6,54.83,328.98,,Apr-2009,Jan-2010,27,30,Mar-2010,,Sep-2010,Mar-2013,Jul-2021,,Sep-2019,Negative Grant,0.00,0.00,36.00,852.00,0.00,852.00,283.12,0.00,861.90,0.00,15.54,78,"ICT Pvt. Ltd, Theme",,"Design (km 102.03 - km 144.68) & (km 170.88 - km 183.01);
PCOD: October 2015;
",Chengapalli (km 102.035) to Neelambur (Km144.680) and Madukkarai (Km170.880) to Walayar (K183.010) (Package No. NS-2/BOT/TN-08)
159,,Chennai - Mahabalipuram,Bharatmala Pariyojana,,,,,,Tamil Nadu,PPP HAM,Under Bidding,National Highway,,,6,50,300,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Chennai - Mahabalipuram
160,,Chennai Port - Maduravoyal,,,Chennai Elevated Tollway Ltd,U45209TG2009PLC062785,Soma Enterprise Ltd,,Tamil Nadu,PPP BOT - Toll,Shelved,National Highway,4,VII,4,19,76,,,,15,36,,,Sep-2010,,,,,Grant,0.00,269.00,0.00,1655.00,0.00,2148.34,269.34,1610.00,1610.00,493.34,87.11,,Aarvee Associates,,,Chennai Port - Maduravoyal
161,,Chennai - Tada,,,L&T Chennai Tada Tollway Ltd,U45309TN2008PLC066938,L&T Infrastructure Development Projects Ltd,,"Andhra Pradesh,Tamil Nadu",PPP BOT - Toll,Shelved,National Highway,16,V,6,43.4,260.4,Nov-2006,Sep-2007,Feb-2008,15,30,Jun-2008,Apr-2009,Apr-2009,Oct-2011,,,,Revenue Sharing,0.00,0.00,0.00,418.75,0.00,903.00,42.00,475.00,475.00,484.25,9.65,,SNC-Lavalin-Aarvee Associates(JV),"HAKS Engineers, Architects and Land Surveyors and Info Trans Engineers Pvt Ltd - Safety Consultant",Design (km 11.00 - km 54.40); Project was terminated in June 2015;,Chennai - Tada
162,N/02004/28001/AP,Chilakaluripet - Nellore,NHDP,,Simhapuri Expressway Ltd,U45203TG2010PLC068791,KMC Constructions Ltd,,Andhra Pradesh,PPP DBFOT,Completed,National Highway,16,V,6,183.62,1101.72,,,May-2010,30,30,Jul-2010,Nov-2011,Nov-2011,May-2014,Nov-2022,,Dec-2022,Grant,0.00,126.99,0.00,126.99,0.00,432.74,0.00,1977.45,2040.00,305.75,0.69,103,Intercontinental Consultants and Technocrats Pvt. Ltd in JV with  SNC Lavalin Pvt. Ltd.,"KMC Constructions Ltd,BSCPL Infrastructure Ltd","Design (km 1182.802 - km 1366.547);
PCOD: November 2017;",Chilakaluripet (1182.802) to Nellore (1366.547) of NH16 in Andhra Pradesh.
163,,Chinnaiyan Chathiram - Sriperumbudur,,,,,,,Tamil Nadu,PPP HAM,Under Bidding,National Highway,48(New),V,6,24,144,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Chinnaiyan Chathiram - Sriperumbudur
164,,Chitradurga Bypass,,,,,Supreme - MBL (JV),,Karnataka,EPC,Completed,National Highway,,I,4,18,72,,,Jul-2015,,,,,,Apr-2020,,,,,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,,11.11,,,,,Chitradurga Bypass
165,,Chitradurga - Sira,,Golden Quadrilateral,,,UEM - Essar (JV),,Karnataka,EPC,Completed,National Highway,4,I,4,66.7,266.8,,,,,,,,Jun-2001,Aug-2004,,,May-2008,,0.00,0.00,0.00,304.00,0.00,304.00,0.00,0.00,0.00,0.00,4.56,45,Sheladia - RITES Ltd. (JV),,Design (km 122.300 - km 189.000);,Chitradurga - Sira
166,,Belagavi city Bypass,,Belagavi city Bypass (Package - 1A),GR Belagavi Bypass Pvt Ltd,U42101RJ2023PTC087356,G R Infraprojects Ltd,,Karnataka,PPP HAM,Under implementation,National Highway,"4, 4A",,4/6,34.48,,Jan-2023,,Mar-2023,17,24,,,,,,,,,0.00,0.00,0.00,897.37,0.00,0.00,0.00,0.00,0.00,,26.03,,,,Design (km 11.773 - km 46.253);,Construction of 4/ 6 Lane bypass for Belagavi city from Km 11.00 (Goa side) of NH-4A to Km 516.000 (Pune side) of NH-4 (Design Length 34.480 km) in the state of Karnataka on Hybrid Annuity Mode. Package 1A.
